Date,count,location,rate
4/19/2020,12,PLAYA VISTA,109.62
4/19/2020,37,VENICE,109.19
4/19/2020,31,HYDE PARK,108.62
4/19/2020,164,NORTH HOLLYWOOD,108.31
4/19/2020,24,STUDIO CITY,106.95
4/19/2020,23,GREEN MEADOWS,106.95
4/19/2020,45,LAKE BALBOA,106.62
4/19/2020,36,CENTURY PALMS/COVE,106.62
4/19/2020,40,WEST LOS ANGELES,106.28
4/19/2020,6,ELYSIAN PARK,105.04
4/19/2020,61,GRANADA HILLS,104.83
4/19/2020,55,SUN VALLEY,104.8
4/19/2020,80,PACOIMA,103.92
4/19/2020,89,SHERMAN OAKS,102
4/19/2020,22,LOS FELIZ,101.81
4/19/2020,36,PORTER RANCH,101.16
4/19/2020,62,NORTH HILLS,100.69
4/19/2020,0,BROOKSIDE,0
4/19/2020,0,TOLUCA TERRACE,0
4/19/2020,0,HARBOR PINES,0
4/19/2020,0,SYCAMORE SQUARE,0
4/21/2020,8,MANCHESTER SQUARE,93.72
4/21/2020,13,ECHO PARK,91.19
4/21/2020,72,LITTLE ARMENIA,897.2
4/21/2020,35,WEST HILLS,86.32
4/21/2020,11,PARK LA BREA,81
4/21/2020,42,WESTWOOD,77.62
4/21/2020,6,JEFFERSON PARK,74.32
4/21/2020,55,CRESTVIEW,483.81
4/21/2020,54,CARTHAY,375.97
4/21/2020,61,HANCOCK PARK,358
4/21/2020,265,MELROSE,341.07
4/21/2020,25,VERMONT SQUARE,326.5
4/21/2020,26,VICTORIA PARK,309.56
4/21/2020,26,BEL AIR,308.46
4/21/2020,126,PICO-UNION,301.13
4/21/2020,41,CRENSHAW DISTRICT,296.48
4/21/2020,44,COUNTRY CLUB PARK,290.37
4/21/2020,87,GLASSELL PARK,275.28
4/21/2020,36,LAKEVIEW TERRACE,274.12
4/21/2020,80,EAST HOLLYWOOD,273.16
4/21/2020,75,WEST ADAMS,271.44
4/21/2020,103,TEMPLE-BEAUDRY,260.88
4/21/2020,150,WESTLAKE,252.72
4/21/2020,31,BEVERLY CREST,247.5
4/21/2020,34,HISTORIC FILIPINOTOWN,245.13
4/21/2020,60,VALLEY VILLAGE,242.72
4/21/2020,11,RESEDA RANCH,237.27
4/21/2020,195,SYLMAR,236.66
4/21/2020,157,HOLLYWOOD,230.02
4/21/2020,123,WEST VERNON,229.29
4/21/2020,29,CENTURY CITY,226.7
4/21/2020,34,MID-CITY,226.21
4/21/2020,46,SUNLAND,225.4
4/21/2020,10,SHADOW HILLS,225.12
4/21/2020,145,CANOGA PARK,222.09
4/21/2020,29,BEVERLYWOOD,220.15
4/21/2020,97,SILVERLAKE,220.04
4/21/2020,22,SOUTH CARTHAY,207.65
4/21/2020,17,ADAMS-NORMANDIE,207.27
4/21/2020,9,MARINA PENINSULA,206.42
4/21/2020,61,TARZANA,197.56
4/21/2020,9,LAFAYETTE SQUARE,197.41
4/21/2020,61,BRENTWOOD,197.06
4/21/2020,46,MISSION HILLS,190.68
4/21/2020,54,LITTLE BANGLADESH,190.52
4/21/2020,57,VALLEY GLEN,189.9
4/21/2020,74,CENTRAL,189.78
4/21/2020,141,PANORAMA CITY,187.38
4/21/2020,82,PALMS,186.89
4/21/2020,8,LONGWOOD,185.87
4/21/2020,83,EXPOSITION PARK,184.79
4/21/2020,172,VAN NUYS,184.56
4/21/2020,70,SOUTH PARK,184.4
4/21/2020,16,FIGUEROA PARK SQUARE,183.47
4/21/2020,53,HOLLYWOOD HILLS,180.06
4/21/2020,93,KOREATOWN,179.91
4/21/2020,32,MIRACLE MILE,177.93
4/21/2020,32,HARVARD HEIGHTS,177.43
4/21/2020,87,VERNON CENTRAL,167.31
4/21/2020,18,GRAMERCY PLACE,167.22
4/21/2020,126,RESEDA,164.45
4/21/2020,25,LEIMERT PARK,164.1
4/21/2020,15,CHEVIOT HILLS,163.56
4/21/2020,56,ARLETA,162.93
4/21/2020,28,VERMONT KNOLLS,162.79
4/21/2020,6,VIEW HEIGHTS,162.43
4/21/2020,84,WINNETKA,162.21
4/21/2020,73,ENCINO,161.6
4/21/2020,63,EAGLE ROCK,159.14
4/21/2020,60,HARVARD PARK,158.17
4/21/2020,74,FLORENCE-FIRESTONE,155.97
4/21/2020,33,PACIFIC PALISADES,155
4/21/2020,11,CADILLAC-CORNING,154.47
4/21/2020,42,UNIVERSITY PARK,152.97
4/21/2020,63,VERMONT VISTA,152.96
4/21/2020,117,PACOIMA,151.99
4/21/2020,22,CLOVERDALE/COCHRAN,151.17
4/21/2020,93,NORTH HILLS,151.04
4/21/2020,32,GREEN MEADOWS,148.8
4/21/2020,50,CENTURY PALMS/COVE,148.08
4/21/2020,16,PLAYA VISTA,146.16
4/21/2020,54,CHATSWORTH,145.71
4/21/2020,101,NORTHRIDGE,144.71
4/21/2020,43,DEL REY,143.64
4/21/2020,60,EL SERENO,143.51
4/21/2020,6,REYNIER VILLAGE,141.91
4/21/2020,71,WILSHIRE CENTER,141.52
4/21/2020,44,BALDWIN HILLS,141.37
4/21/2020,81,GRANADA HILLS,139.2
4/21/2020,14,ELYSIAN VALLEY,137.65
4/21/2020,9,RANCHO PARK,137.2
4/21/2020,93,WOODLAND HILLS,136.65
4/21/2020,29,LOS FELIZ,134.21
4/21/2020,116,BOYLE HEIGHTS,133.51
4/21/2020,70,SUN VALLEY,133.38
4/21/2020,200,NORTH HOLLYWOOD,132.08
4/21/2020,56,WATTS,131.23
4/21/2020,36,DOWNTOWN,130.88
4/21/2020,37,HYDE PARK,129.64
4/21/2020,16,ALSACE,128.57
4/21/2020,46,WHOLESALE DISTRICT,127.32
4/21/2020,35,TUJUNGA,125.85
4/21/2020,53,LAKE BALBOA,125.57
4/21/2020,40,LINCOLN HEIGHTS,122.71
4/21/2020,7,ELYSIAN PARK,122.55
4/21/2020,12,THAI TOWN,122.34
4/21/2020,46,WEST LOS ANGELES,122.22
4/21/2020,6,WELLINGTON SQUARE,122.08
4/21/2020,40,VENICE,118.05
4/21/2020,42,PORTER RANCH,118.02
4/21/2020,17,ATWATER VILLAGE,115.91
4/21/2020,26,STUDIO CITY,115.86
4/21/2020,90,SAN PEDRO,115.33
4/21/2020,97,SHERMAN OAKS,111.17
4/21/2020,48,HARBOR GATEWAY,110.09
4/21/2020,32,HARBOR CITY,110.08
4/21/2020,5,ST ELMO VILLAGE,109.08
4/21/2020,52,HIGHLAND PARK,107.46
4/21/2020,60,WILMINGTON,106.22
4/21/2020,45,MAR VISTA,105.95
4/21/2020,25,MT. WASHINGTON,103.54
4/21/2020,9,TOLUCA LAKE,103.4
4/21/2020,53,WESTCHESTER,102.71
4/21/2020,0,SYCAMORE SQUARE,0
4/21/2020,0,TOLUCA TERRACE,0
4/21/2020,0,HARBOR PINES,0
4/21/2020,0,ANGELES NATIONAL FOREST,0
4/21/2020,0,BROOKSIDE,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
